file_name	gene_id
CCL16.4913.78.1.tsv	ENSG00000275152
CCL17.3519.3.2.tsv	ENSG00000102970
CCL19.4922.13.1.tsv	ENSG00000172724
CCL20.2468.62.3.tsv	ENSG00000115009
CCL21.2516.57.3.tsv	ENSG00000137077
CCL22.3508.78.3.tsv	ENSG00000102962
CCL23.2913.1.2.tsv	ENSG00000274736
CCL23.3028.36.2.tsv	ENSG00000274736
CCL24.4128.27.2.tsv	ENSG00000106178
CCL25.14068.29.3.tsv	ENSG00000131142
CCL25.2705.5.2.tsv	ENSG00000131142
CCL26.9168.31.3.tsv	ENSG00000006606
CCL27.2192.63.10.tsv	ENSG00000213927
CCL28.2890.59.2.tsv	ENSG00000151882
CCL3.3040.59.1.tsv	ENSG00000277632
CCL3L1.2783.18.2.tsv	ENSG00000276085
CCL5.5480.49.3.tsv	ENSG00000271503
CCL7.4886.3.1.tsv	ENSG00000108688
CCL8.2785.15.2.tsv	ENSG00000108700
CCM2.12347.29.3.tsv	ENSG00000136280
CCNB1.5347.59.3.tsv	ENSG00000134057
CCNB1IP1.9728.4.3.tsv	ENSG00000100814
CCNC.7817.36.3.tsv	ENSG00000112237
CCNH.9848.22.3.tsv	ENSG00000134480
CCPG1.8889.5.3.tsv	ENSG00000260916
CD109.3290.50.2.tsv	ENSG00000156535
CD163.5028.59.1.tsv	ENSG00000177575
CD177.13116.25.3.tsv	ENSG00000204936
CD1D.8749.194.3.tsv	ENSG00000158473
CD2.7100.31.3.tsv	ENSG00000116824
CD200.5112.73.3.tsv	ENSG00000091972
CD200R1.5103.30.3.tsv	ENSG00000163606
CD200R1L.8980.19.3.tsv	ENSG00000206531
CD207.3361.26.2.tsv	ENSG00000116031
CD209.3029.52.2.tsv	ENSG00000090659
CD22.2891.1.3.tsv	ENSG00000012124
CD226.5062.60.3.tsv	ENSG00000150637
CD226.5721.1.3.tsv	ENSG00000150637
CD274.5060.62.3.tsv	ENSG00000120217
CD300A.5630.48.3.tsv	ENSG00000167851
CD300C.13406.161.3.tsv	ENSG00000167850
CD300C.5066.134.3.tsv	ENSG00000167850
CD300E.10798.4.3.tsv	ENSG00000186407
CD300LB.10713.151.3.tsv	ENSG00000178789
CD300LF.5623.11.3.tsv	ENSG00000186074
CD300LG.9909.4.3.tsv	ENSG00000161649
CD33.3166.92.1.tsv	ENSG00000105383
CD34.11285.8.3.tsv	ENSG00000174059
CD34.9023.9.3.tsv	ENSG00000174059
CD36.2973.15.2.tsv	ENSG00000135218
CD38.11505.1.3.tsv	ENSG00000004468
CD38.11513.92.3.tsv	ENSG00000004468
CD3E.8069.85.3.tsv	ENSG00000198851
CD3G.7924.7.3.tsv	ENSG00000160654
CD4.3143.3.1.tsv	ENSG00000010610
CD40LG.3534.14.2.tsv	ENSG00000102245
CD44.9283.8.3.tsv	ENSG00000026508
